wdid,structureName,streamMile,latitude,longitude,adminNumber,netAbsolute
3703693,PILGRIM RANCH POND NO 19,2.12,39.606816,-106.621244,50148,0.386
3703693,PILGRIM RANCH POND NO 19,2.12,39.606816,-106.621244,59535.5716,0.544
3703694,PILGRIM RANCH POND NO 20,2.12,39.606793,-106.621011,50148,0
3703694,PILGRIM RANCH POND NO 20,2.12,39.606793,-106.621011,59535.5716,0
3703695,ROCHFORD POND,15.25,39.649247,-106.838092,48577.4042,1.2
3703696,O'LAUGHLIN POND NO 1,8.42,39.580023,-106.741906,50403.41089,1
3703697,O'LAUGHLIN POND NO 2,8.42,39.57841,-106.74133,50648,1
3703698,BOLTS LAKE,1.69,39.557019,-106.402437,53325.53217,0
3703698,BOLTS LAKE,1.69,39.557019,-106.402437,57340,0
3703698,BOLTS LAKE,1.69,39.557019,-106.402437,57696,0
3703699,EAGLE PARK RESERVOIR,5.08,39.402282,-106.231094,38938,0
3703699,EAGLE PARK RESERVOIR,5.08,39.402282,-106.231094,51864.51574,3301
3703699,EAGLE PARK RESERVOIR,5.08,39.402282,-106.231094,52368,0
3703699,EAGLE PARK RESERVOIR,5.08,39.402282,-106.231094,54224,0
3703699,EAGLE PARK RESERVOIR,5.08,39.402282,-106.231094,54421,0
3703699,EAGLE PARK RESERVOIR,5.08,39.402282,-106.231094,54786,0
3703702,VERNON RESERVOIR,0.6,39.672029,-106.639195,50769.4946,0
3703703,CHAROLAIS RESERVOIR,33.69,39.651031,-106.582381,47086,15.5
3703704,14TH HOLE RESERVOIR,35.11,39.643824,-106.573103,47086,1.3
3703706,OGILBY RESERVOIR,8.75,39.546583,-106.244758,50219,0.5
3703707,EDWARDS VILLAGE POND NO1,33.57,39.643939,-106.596069,47888,0
3703708,EDWARDS VILLAGE POND NO2,33.6,39.643939,-106.596069,47888,0
3703709,EDWARDS VILLAGE POND NO3,33.4,39.643924,-106.600757,47888,0
3703710,EDWARDS VILLAGE POND NO4,33.4,39.643924,-106.600757,47888,0
3703711,EDWARDS VILLAGE POND NO5,33.4,39.643924,-106.600757,47888,0
3703712,EAGLE-GYPSUM RES NO 1,8.15,39.651266,-106.945249,50948,0
3703713,17TH GREEN POND,0.19,39.638242,-106.562105,47478,0
3703714,8TH GREEN POND,0.16,39.63806,-106.56358,47478,0
3703715,4TH GREEN POND,35,39.63606,-106.571564,47478,0
3703716,3RD GREEN POND,34.97,39.637036,-106.572658,47478,0
3703717,5TH GREEN POND,34.83,39.637263,-106.575868,47478,0
3703718,JHY RESERVOIR,1.89,39.679619,-106.83463,13605,0.016
3703718,JHY RESERVOIR,1.89,39.679619,-106.83463,47504,4
3703719,RED MTN RANCH POND NO 2,19.62,39.676593,-106.77548,50769.49109,0
3703720,SHEPARD POND,1.35,39.643992,-106.65175,50201,0
3703722,EYE LAKE,21.66,39.465664,-106.797551,51734,0
3703723,KNAPP POND NO 1,3.2,39.583909,-106.608589,51499.51368,1.26
3703724,KNAPP POND NO 2,3.25,39.583345,-106.609007,51499.51368,23.2
3703725,JOUFLAS POND,1.71,39.681033,-106.693569,51726,0
3703726,GREG JOUFLAS POND,1.6,39.672012,-106.680699,51726,0
3703727,JAN JOUFLAS POND,1.35,39.678415,-106.684014,51726,2.8
3703728,JAMES JOUFLAS POND,1.22,39.68778,-106.691763,51726,0
3703729,JOHN JOUFLAS POND,25.69,39.704852,-106.698036,51726,0
3703730,HOLLAND POND,28.02,39.689164,-106.672136,51726,10.2
3703731,MIRANDA POND,2.09,39.675733,-106.692484,51726,4.1
3703732,DRY LAKE,25.97,39.698543,-106.695712,51726,20
3703733,GEORGE JOUFLAS POND,26.83,39.70124,-106.670608,52363,0
3703734,BEARD POND,3.37,39.612982,-106.913534,46386.46353,4
3703735,MCHATTON POND,2.8,39.613006,-106.887268,51864.30785,5
3703736,GOLF COURSE POND NO 1,0.49,39.65688,-106.626656,51499.51328,6
3703737,GOLF COURSE POND NO 2,0.89,39.662065,-106.619515,51499.51328,0
3703738,GOLF COURSE POND NO 3,32.18,39.658442,-106.614953,51499.51328,0
3703739,GOLF COURSE POND NO 4,32.2,39.654819,-106.615082,51499.51328,0
3703740,GOLF COURSE POND NO 5,32.76,39.65483,-106.605396,51499.51328,0
3703741,COTTONWOOD LAKE,31.72,39.653925,-106.624034,51499.51328,0
3703742,PANDO POND,58.56,39.447151,-106.331839,51499.51088,17.66
3703743,JONES CASTLE CREEK POND,1.86,39.69044,-106.807605,25375.19691,2.39
3703743,JONES CASTLE CREEK POND,1.86,39.69044,-106.807605,48212.31776,4.72
3703743,JONES CASTLE CREEK POND,1.86,39.69044,-106.807605,51959,0.276
3703744,WILSON POND NO 1,2.93,39.620185,-106.96237,51864.43372,2.4
3703745,WILSON POND NO 2,2.9,39.620531,-106.962193,51864.43372,0.6
3703746,WILSON POND NO 3,2.93,39.619696,-106.961494,51864.43464,1.1
3703747,WILSON POND NO 4,2.9,39.620477,-106.962192,51864.43464,2.8
3703748,COLLETT POND NO 1,19.63,39.686484,-106.779072,51999,8
3703749,COLLETT POND NO 2,19.63,39.687402,-106.780212,51999,0
3703750,BRERETON POND,1.05,39.590831,-106.621384,52230.49872,5.35
3703751,PILGRIM RANCH POND NO 1,2.12,39.605109,-106.619609,47888,2
3703752,PILGRIM RANCH POND NO 2,2.12,39.601453,-106.618825,48832,0
3703753,PILGRIM RANCH POND NO 3,2.12,39.603044,-106.619106,48832,0.11
3703754,PILGRIM RANCH POND NO 4,2.12,39.601141,-106.618631,48832,0.14
3703755,PILGRIM RANCH POND NO 5,2.12,39.600165,-106.618841,48832,0.06
3703756,PILGRIM RANCH POND NO 6,2.12,39.598948,-106.619523,48832,0.33
3703757,PILGRIM RANCH POND NO 7,2.12,39.599134,-106.620995,48832,0.33
3703758,PILGRIM RANCH POND NO 8,2.12,39.60159,-106.621938,48832,0
3703759,PILGRIM RANCH POND NO 9,2.12,39.603074,-106.622124,48832,0.33
3703760,PILGRIM RANCH POND NO 10,2.12,39.605854,-106.62432,48832,0.33
3703761,PILGRIM RANCH POND NO 11,2.12,39.607264,-106.625984,48832,0
3703762,PILGRIM RANCH POND NO 12,2.12,39.611581,-106.625234,48832,0
3703763,PILGRIM RANCH POND NO 13,2.12,39.611687,-106.624107,48832,0
3703764,PILGRIM RANCH POND NO 14,2.12,39.608753,-106.627055,48832,0
3703765,PILGRIM RANCH POND NO 15,2.12,39.600682,-106.623745,48832,0.33
3703766,PILGRIM RANCH POND NO 16,2.12,39.611421,-106.624758,48832,0
3703768,POND P8-1,8.32,39.80545,-106.716511,53203,0
3703769,LPL RESERVOIR,4.36,39.601619,-106.865494,51864.35154,10
3703770,KOPRIVNIKAR POND NO 1,28.76,39.684325,-106.651426,52230.52217,0.5
3703771,KOPRIVNIKAR POND NO 2,28.59,39.68801,-106.653893,52230.52217,10
3703772,KOPRIVNIKAR POND NO 3,27.93,39.690152,-106.657886,52230.52217,1.5
3703773,KOPRIVNIKAR POND NO 4,27.94,39.690453,-106.659537,52230.52217,1
3703774,BLM BLUE LAKE NO 1,5.88,39.749387,-106.771493,52230.51508,200
3703775,BLM BLUE LAKE NO 2,,39.753328,-106.77066,52230.51508,55
3703776,BLM BLUE LAKE NO 3,,39.752665,-106.7686,52230.51508,45
3703777,DANIELS POND,,39.647695,-106.903105,52712,6
3703778,CHRIS JOUFLAS LAKE,27.42,39.696574,-106.666192,52230.4361,59.12
3703778,CHRIS JOUFLAS LAKE,27.42,39.696574,-106.666192,52595.52595,0
3703780,LAKE CONSTANCE,27.72,39.693505,-106.661558,52230.4361,0
3703781,BACHELOR GULCH WETLANDS,0.34,39.630506,-106.532789,54056.52839,0.95
3703782,ARROWHEAD WETLANDS,0.06,39.639853,-106.56291,54056.53631,1.38
3703783,LAEYENDECKER POND,7.08,39.594691,-106.729825,52960.5296,1
3703784,SORREL HILLS POND NO 1,2.71,39.688402,-106.81407,25375.19691,0
3703785,GRAHAM POND NO 1,0.79,39.594948,-106.622691,52595.52411,0.17
3703786,GRAHAM POND NO 2,0,39.612748,-106.647907,52595.52411,0.13
3703787,VINES AT VAIL PUMP AND PIPELINE,26.4,39.701729,-106.678551,56490,0
3703787,VINES AT VAIL PUMP AND PIPELINE,26.4,39.701729,-106.678551,57886,0
3703787,VINES AT VAIL PUMP AND PIPELINE,26.4,39.701729,-106.678551,58074.57123,0
3703787,VINES AT VAIL PUMP AND PIPELINE,26.4,39.701729,-106.678551,58115,0
3703788,BOLES POND,4.78,39.583726,-106.707266,56978.56884,2.24
3703789,GOLDEN POND,2.15,39.675004,-106.691813,52883,19.6
3703792,ARROWHEAD PONDS,0.08,39.639796,-106.561067,54056.53904,2.4
3703793,GREENS OF ARROWHEAD PONDS,0.41,39.634978,-106.565655,54056.51316,0.7
3703795,DELIA POND,18.69,39.689454,-106.796233,54120,1.7
3703796,RED CANYON ESTATES POND NO. 1,0.16,39.666603,-106.642482,51864.49825,1
3703797,RED CANYON ESTATES POND NO. 2,0.22,39.667057,-106.64163,51864.49825,2.5
3703798,RED CANYON ESTATES POND NO. 3,0.27,39.667625,-106.640991,51864.49825,2
3703799,RED CANYON ESTATES POND NO. 4,0.41,39.669431,-106.64002,51864.49825,3.4
3703800,RED CANYON ESTATES POND NO. 5,0.5,39.670741,-106.639794,51864.49825,0
3703801,RED CANYON ESTATES POND NO. 6,0.59,39.671974,-106.639264,51864.49825,0.5
3703802,RED CANYON ESTATES POND NO. 7,0.82,39.675157,-106.638406,51864.49825,5
3703803,RED CANYON ESTATES POND NO. 8,1.1,39.67906,-106.637041,51864.49825,3.3
3703804,RED CANYON ESTATES POND NO. 9,1.22,39.680617,-106.636471,51864.49825,5.3
3703805,RED CANYON ESTATES POND NO. 10,1.64,39.686133,-106.633756,51864.49825,0.5
3703806,RED CANYON ESTATES POND NO. 11,1.51,39.684263,-106.634797,51864.49825,0
3703807,RED CANYON ESTATES POND NO. 12,1.56,39.685127,-106.634805,51864.49825,1.8
3703808,RED CANYON ESTATES POND NO. 13,1.79,39.687804,-106.632198,51864.49825,0.6
3703809,RED CANYON ESTATES POND NO. 14,1.88,39.688981,-106.631794,51864.49825,0.3
3703811,BEAR GUL RES,20.08,39.505818,-106.800942,42520,0.1
3703812,BEAVER POND,,39.587594,-106.360387,45410,0.5
3703813,BIG PARKS RESERVOIR,4.1,39.60496,-106.667126,41272,0.1
3703814,BLACK LAKE 1,7.56,39.542787,-106.220888,33012,44.4
3703815,BOOT POND,,39.653793,-106.483068,45410,0.5
3703816,BORAH LAKE,12.12,39.509831,-106.918529,45410,5
3703817,BOWN RESERVOIR,3.5,39.74575,-106.613771,41707,0.1
3703818,BROOKS RESERVOIR,3.5,39.742838,-106.610015,45410,0.1
3703819,BRUCE CR RESERVOIR,,39.560172,-106.723915,40937,0.1
3703820,BUCK CR RESERVOIR,2.16,39.658839,-106.510312,45410,0.5
3703821,BUCK LAKE,2.7,39.464182,-106.880265,45410,10
3703822,CHERRY LAKE,3.7,39.481581,-106.944272,40176,10
3703823,CP HALE POND 2,,39.420513,-106.317996,45410,2
3703824,CP HALE POND 3,,39.419053,-106.315575,42653,2
3703825,CROSS GUL #2 RESERVOIR,3,39.673202,-106.501158,39446,0.5
3703826,CROSS GUL 2 RESERVOIR,,39.673296,-106.503631,43098,0.5
3703827,DALEY RESERVOIR,,39.490374,-106.811574,42519,0.1
3703828,DEAD HORSE RESERVOIR,,39.697753,-106.594388,42733,0.1
3703829,DENISON D RESERVOIR,3.9,39.768503,-106.621867,41531,0.1
3703830,DENISON RESERVOIR,3.9,39.772246,-106.625446,41684,0.2
3703831,DRY MILLER R1 RESERVOIR,,39.543416,-106.889512,41389,0.1
3703832,DRY MILLER R2 RESERVOIR,,39.543043,-106.889746,41507,0.1
3703833,EAST BEARD RESERVOIR,3.1,39.68425,-106.581752,42733,0.1
3703834,EATON RESERVOIR,,39.594535,-106.641827,40947,0.1
3703835,ERICKSON CR RESERVOIR,,39.516013,-106.87595,36524,0.1
3703836,ERICKSON LK RESERVOIR,3.6,39.47955,-106.932612,36524,0.1
3703837,ERICKSON RESERVOIR,,39.515652,-106.876405,41211,0.1
3703838,FROST RESERVOIR,5,39.523031,-106.815273,41231,0.1
3703839,GERARD RESERVOIR,,39.552437,-106.893271,45410,0.1
3703840,GYPSUM CRWD3 RESERVOIR,1.34,39.49966,-106.815839,40478,0.1
3703841,HELLHOLE RESERVOIR 2,,39.501658,-106.7974,42520,0.1
3703842,HELLSHOLE RESERVOIR,1,39.504999,-106.813199,29531,0.1
3703843,HOLLAND RESERVOIR,3.5,39.754968,-106.614301,41707,0.1
3703844,HORSE PARK RESERVOIR,,39.554745,-106.911863,44434,0.1
3703845,INDIAN GRAVE RESERVOIR,,39.709299,-106.590827,42733,0.1
3703846,JACK GUL RESERVOIR,,39.559391,-106.732835,40937,0.1
3703847,JAMES RESERVOIR,1.2,39.729678,-106.596127,42733,0.2
3703848,JUNE #2 RESERVOIR,,39.69712,-106.539207,41637,0.5
3703849,KELLY RESERVOIR,5.62,39.750306,-106.599007,45410,0.2
3703850,L BEAR GU RESERVOIR,,39.509609,-106.805258,42520,0.1
3703851,LOST LAKE,3,39.437187,-106.807128,40176,15
3703852,LTL PARK RESERVOIR,,39.49866,-106.792031,41231,0.5
3703853,M MILLER RESERVOIR,,39.540025,-106.883101,45410,0.2
3703854,MCCOY PARK RESERVOIR,4.2,39.590719,-106.544303,45410,0.5
3703855,MCGINLEY RESERVOIR,1,39.507725,-106.667801,41050,0.1
3703856,MCKENZIE RESERVOIR,2.19,39.504296,-106.758646,41799,0.1
3703857,MESSER SMITH RESERVOIR,,39.551607,-106.914186,45410,0.1
3703858,METCALF RESERVOIR,3,39.677752,-106.523958,32871,0.5
3703859,METENYPK RESERVOIR,11.62,39.549576,-106.705672,40884,0.1
3703860,MUCKY LAKE,16.34,39.481507,-106.861303,45410,5
3703861,MUDDY RESERVOIR 1,,39.769274,-106.610502,40511,0.1
3703862,MUDDY RESERVOIR 2,,39.763836,-106.61417,40621,0.1
3703863,N MILLER RESERVOIR,2.15,39.544179,-106.870774,42672,0.2
3703864,OWL GUL RESERVOIR,,39.526894,-106.869914,41290,0.2
3703865,RED CR LAKE 2,4.59,39.434819,-106.838054,45410,0.1
3703866,RED CREEK LAKE,4.43,39.434621,-106.856186,45410,0.1
3703867,ROBIDEW RESERVOIR,4.1,39.77231,-106.625413,45410,0.1
3703868,S HDSEBLE RESERVOIR,,39.49541,-106.7819,42702,0.1
3703869,S HRDSCRABL RESERVOIR,,39.491379,-106.776832,42337,0.1
3703870,S MILLER RESERVOIR,2.6,39.541028,-106.866139,45410,0.1
3703871,SALAMANDER W RESERVOIR,,39.488589,-106.778959,45410,0.5
3703872,SECOND GULCH RESERVOIR,8.4,39.563172,-106.806356,45410,0.1
3703873,SHINGLE LAKE,,39.461117,-106.901464,45410,0.1
3703874,SLOW TRAIL RESERVOIR,,39.526904,-106.869903,41231,0.5
3703875,SOURDOUGH 2 RESERVOIR,2.02,39.482097,-106.906628,41272,0.1
3703876,SOURDOUGH LK RESERVOIR,14.67,39.48237,-106.905345,45410,10
3703877,TRACEYS RESERVOIR,4.36,39.736507,-106.611128,42733,0.2
3703878,TRAER GULCH RESERVOIR,1.84,39.643561,-106.455054,43098,0.5
3703879,UBRUCR RES 1,11.61,39.556271,-106.71907,40912,0.1
3703880,UBRUCR RES 2,3.2,39.558532,-106.715436,40912,0.1
3703881,UP MUDDY RESERVOIR,7.4,39.734563,-106.585445,41272,0.5
3703882,USAWMILL GUL RESERVOIR,10.76,39.540963,-106.852186,41231,0.5
3703883,VANHORN RESERVOIR,1.21,39.494996,-106.809252,42519,0.1
3703884,W THIRD GUL RESERVOIR,7,39.531509,-106.836472,41245,0.1
3703885,W YATES RESERVOIR,,39.523636,-106.859589,36495,0.2
3703886,WELLS RESERVOIR,11.69,39.505649,-106.751969,45410,0.001
3703887,YATES RESERVOIR,,39.516825,-106.848299,42520,2
3703888,YATES RESERVOIR 2,,39.517538,-106.856146,40881,0.1
3703889,FEZ RESERVOIR,2.6,39.739319,-106.616211,42733,0.1
3703890,OVEREND POND,0,40.363859,-106.771434,53067,0
3703891,GRAHAM POND,3.66,39.612715,-106.647708,53325.50829,0.36
3703892,CJC POND NO. 1,2.5,39.709746,-106.633252,53325.2791,1
3703892,CJC POND NO. 1,2.5,39.709746,-106.633252,53590,0
3703893,CJC POND NO. 2,3.25,39.722587,-106.627943,53325.2791,6
3703893,CJC POND NO. 2,3.25,39.722587,-106.627943,53590,0
3703894,JESS'S POND,30.22,39.658912,-106.666347,53325.52807,1.72
3703895,PILGRIM NORTH POND,1.2,39.609356,-106.622596,59535.59535,0.92
3703897,MARGARET POND,25.97,39.699586,-106.69337,52700,0
3703898,TRAIL POND,23.67,39.696112,-106.709122,52700,10
3703899,LUKE POND,23.67,39.693988,-106.708977,52700,10
3703900,OLIVER POND,22.76,39.686503,-106.713083,52700,50
3703901,SUBSTATION POND,25.99,39.693305,-106.694709,52700,10
3703902,LOWER TRAVIS POND,28.36,39.665986,-106.682442,52700,20
3703903,UPPER TRAVIS POND,29.94,39.664693,-106.682807,52700,20
3703904,HARDESTY POND 1,15.51,39.652329,-106.835248,52595.36705,0.5
3703905,HARDESTY POND 2,15.49,39.651772,-106.835117,52595.36705,1.6
3703906,HARDESTY POND 3,15.42,39.651081,-106.836101,52595.36705,2
3703907,HARDESTY POND 4,15.38,39.65063,-106.836707,52595.36705,1.8
3703908,CHIPMAN POND,32.36,39.63221,-106.613797,53624,3
3703909,MILLER POND,32.36,39.631869,-106.613708,53543,3
3703910,KP POND NO. 1,0.26,39.667479,-106.641104,54047,0.27
3703911,KP POND NO. 2,0.22,39.667039,-106.641607,54047,0.78
3703913,LISA POND,1.43,39.6338,-106.61289,53325.49095,0.64
3703914,BETTY POND,1.41,39.63411,-106.612583,53325.49095,0.85
3703915,JEAN POND,1.39,39.634366,-106.612356,53325.49095,0.28
3703916,ALLEN LOT 2 POND,,39.61829,-106.617073,53888,0
3703916,ALLEN LOT 2 POND,,39.61829,-106.617073,60265.59261,0.52
3703916,ALLEN LOT 2 POND,,39.61829,-106.617073,60265.60176,0
3703918,RED CREEK POND NO 2,17.96,39.486078,-106.836752,57320,0
3703924,KUNKEL RESERVOIR,2.25,39.684404,-106.835689,54056.53579,1.2
3703925,MCKENZIE UPPER POND,8.42,39.582901,-106.744622,52960.52462,0.15
3703926,MCKENZIE UPPER POND,8.42,39.583697,-106.745037,52960.52462,0.6
3703927,THOMPSON POND,2.61,39.597072,-106.52305,54420,0.221
3703929,VOGELMAN POND,1.37,39.644024,-107.035144,53951,0
3703930,BRETT RANCH POND NO 2,0.35,39.646738,-106.608296,52960.513,3.22
3703931,EWING POND,1.23,39.632678,-106.896984,53325.46264,8.13
3703932,HORSE MOUNTAIN RES. NO 1,8.32,39.811188,-106.712904,53361,0
3703933,ALKALI RES HM-1,6.7,39.771266,-106.703169,53361,0
3703934,COTTON RANCH POND NO 3,0.95,39.636412,-106.950011,53203,0
3703934,COTTON RANCH POND NO 3,0.95,39.636412,-106.950011,53203,0.514
3703935,COTTON RANCH POND NO 4,1.54,39.633989,-106.958041,53203,1.79
3703935,COTTON RANCH POND NO 4,1.54,39.633989,-106.958041,57523,0
3703936,BRANDON POND,1.46,39.682888,-106.807163,52822,8
3703937,VANHEE POND NO 1,0.92,39.680325,-106.674021,53325.53142,0.142
3703937,VANHEE POND NO 1,0.92,39.680325,-106.674021,60325,0
3703938,VANHEE POND NO 2,0.92,39.680435,-106.673931,53325.53142,0.034
3703938,VANHEE POND NO 2,0.92,39.680435,-106.673931,60325,0
3703939,VANHEE POND NO 3,0.91,39.680453,-106.67329,53596,0.223
3703939,VANHEE POND NO 3,0.91,39.680453,-106.67329,60325,0
3703940,IRONS POND NO 1,1.39,39.673446,-106.676828,53596,0
3703941,IRONS POND NO 2,1.29,39.674817,-106.676127,53596,0
3703942,IRONS POND NO 3,1.22,39.676055,-106.675236,53596,0
3703943,GYPSUM POND SYSTEM,9.86,39.65238,-106.922243,54786.52686,13.3
3703944,BUCKHORN POND NO 1,1.92,39.625253,-106.888206,53874,62
3703944,BUCKHORN POND NO 1,1.92,39.625253,-106.888206,54037,0
3703944,BUCKHORN POND NO 1,1.92,39.625253,-106.888206,60630.57861,12.05
3703944,BUCKHORN POND NO 1,1.92,39.625253,-106.888206,60630.57861,3
3703945,BUCKHORN POND NO 2,2.14,39.62498,-106.884517,53874,0
3703945,BUCKHORN POND NO 2,2.14,39.62498,-106.884517,54037,0
3703946,BUCKHORN POND NO 3,0.74,39.63892,-106.899811,53874,0
3703946,BUCKHORN POND NO 3,0.74,39.63892,-106.899811,54037,0
3703947,WILLIAM POND,25.75,39.70299,-106.69287,55751,0
3703948,RED CANYON ESTATES POND # 11A,1.7,39.686967,-106.633379,51864.49825,0.07
3703949,RED CANYON ESTATES POND # 11B,1.66,39.686273,-106.633433,51864.49825,0.06
3703950,RED CANYON ESTATES POND # 11C,1.65,39.686248,-106.633957,51864.49825,0.016
3703951,NELSON # 1 POND,0.95,39.64002,-106.611298,54786.52869,6
3703952,BARRY POND NO 1,0.64,39.665467,-106.628501,55470,0.7
3703953,BARRY POND NO 2,0.64,39.665467,-106.628501,55470,0.2
3703954,GYPSUM RANCH SAND & GRAVEL PIT,,39.649531,-106.925113,53692,4.24
3703955,CORDILLERA GOLF COURSE POND NO. 1,2.75,39.625103,-106.672923,51499.5125,7.1
3703956,CORDILLERA GOLF COURSE POND NO. 2,2.82,39.623644,-106.672876,51499.5125,7.36
3703957,CORDILLERA GOLF COURSE POND NO. 3,3.11,39.620919,-106.665634,51499.5125,0
3703958,CORDILLERA GOLF COURSE POND NO. 4,2.91,39.622017,-106.664495,51499.5125,18.84
3703960,CORDILLERA GOLF COURSE POND NO. 6,3.1,39.62096,-106.664027,51499.5125,8.23
3703961,SCR RES NO. 1,4.79,39.600464,-106.651898,49673.49642,0
3703962,SCR RES NO. 2,4.87,39.600464,-106.651898,49673.49642,0
3703963,SCR RES NO. 3,4.87,39.600464,-106.651898,49673.49642,0
3703964,SCR RES NO. 4,5.06,39.600505,-106.645108,49673.49642,0
3703965,SCR RES NO. 5,5.06,39.600505,-106.645108,49673.49642,0
3703966,SCR RES NO. 6,0.99,39.64037,-106.63474,49673.49642,0
3703967,SCR RES NO. 7,31.61,39.64037,-106.63474,49673.49642,0
3703968,SCR RES NO. 8,0.99,39.64037,-106.63474,49673.49642,0
3703969,CORDILLERA RES NO. 1,2.22,39.633717,-106.640026,50361,7.5
3703970,CORDILLERA RES NO. 2,2.18,39.634892,-106.637817,50361,0
3703971,CORDILLERA RES NO. 3,1.86,39.638895,-106.64784,50361,0
3703972,CORDILLERA RES NO. 4,1.01,39.641259,-106.634203,50361,0
3703973,CORDILLERA RES NO. 5,2.6,39.628719,-106.643672,50361,0
3703974,CORDILLERA RES NO. 6,3.11,39.620337,-106.657861,50361,0
3703976,CALHOUN POND NO.1,0.35,39.646812,-106.608181,54421.49429,0.72
3703977,CALHOUN-BUDDY'S POND,0.69,39.643089,-106.61088,54421.49429,0
3703977,CALHOUN-BUDDY'S POND,0.69,39.643089,-106.61088,54421.51986,0.5
3703978,CALHOUN B&B POND,0.69,39.643035,-106.610914,54448,0
3703979,EAGLE-COLORADO RESERVOIR,0.81,39.716322,-106.684341,44526,0
3703980,SAIBER POND NO. 1,,39.584252,-106.69291,53689,0
3703981,SAIBER POND NO. 2,,39.584387,-106.692914,53689,0
3703982,SAIBER POND NO. 3,,39.584522,-106.692917,53689,0
3703983,BUD'S UPPER POND,32.36,39.631285,-106.611655,54786.39446,0.5
3703984,RIPPY POND,7.08,39.594667,-106.730197,55067,0.16
3703985,CONSOLIDATED WEBER POND,5.13,39.640301,-106.693519,55086,0
3703985,CONSOLIDATED WEBER POND,5.13,39.640301,-106.693519,55152,0
3703985,CONSOLIDATED WEBER POND,5.13,39.640301,-106.693519,59990,0
3703987,BEAVER CR SNOWMAKING RES NO 1,3.3,39.603921,-106.542721,52595.52184,130
3703988,RED CANYON POND 15 (D),1.93,39.691436,-106.633368,51864.49825,0
3703988,RED CANYON POND 15 (D),1.93,39.691436,-106.633368,56033,0
3703989,RED CANYON POND 15 (E),1.93,39.691002,-106.632833,56033,0
3703990,RED CANYON POND 15 (A),1.99,39.690023,-106.630058,51864.49825,0.2
3703991,RED CANYON POND 15 (B),2.06,39.690587,-106.629057,51864.49825,0.05
3703992,RED CANYON POND 15C,2.11,39.691091,-106.628462,51864.49825,0.05
3703993,BERRY CREEK POND,33.98,39.64433,-106.586855,55882.55761,22.2
3703994,BOLES RESERVOIR,5.01,39.581295,-106.700441,56978.56884,0
3703995,GART POND,2.12,39.601014,-106.614773,56461,0
3703995,GART POND,2.12,39.601014,-106.614773,56461,1.22
3703997,CJC RESERVOIR ALT POINT,2.46,39.738488,-106.629251,53812,0
3703998,SADDLE RIDGE RESERVOIR NO. 1,11.87,39.633175,-106.893676,55423,0
3703999,SADDLE RIDGE RESERVOIR NO. 2,11.82,39.633159,-106.898366,55423,0
3704000,SADDLE RIDGE RESERVOIR NO. 3,11.82,39.636806,-106.898364,55423,0
3704001,SADDLE RIDGE RESERVOIR NO. 4,11.79,39.640453,-106.903033,55423,0
3704002,SADDLE RIDGE RESERVOIR NO. 5,11.79,39.640453,-106.903033,55423,0
3704003,SADDLE RIDGE RESERVOIR NO. 6,11.87,39.631256,-106.892494,55423,0
3704004,SADDLE RIDGE RESERVOIR NO. 7,11.82,39.636806,-106.898364,55423,0
3704005,SADDLE RIDGE RESERVOIR NO. 8,11.87,39.636812,-106.893685,55423,0
3704006,SADDLE RIDGE RESERVOIR NO. 9,11.87,39.636812,-106.893685,55423,0
3704007,SADDLE RIDGE RESERVOIR NO. 10,11.87,39.640455,-106.89368,55423,0
3704008,SADDLE RIDGE RESERVOIR NO. 11,11.87,39.640455,-106.89368,55423,0
3704009,SADDLE RIDGE RESERVOIR NO. 12,11.87,39.640455,-106.89368,55423,0
3704010,SADDLE RIDGE RESERVOIR NO. 13,11.9,39.640451,-106.888992,55423,0
3704011,SADDLE RIDGE RESERVOIR NO. 14,11.9,39.640451,-106.888992,55423,0
3704012,SADDLE RIDGE RESERVOIR NO. 15,12.28,39.640451,-106.888992,55423,0
3704013,CASTEEL CREEK RANCH POND SYSTEM,1.16,39.589754,-106.623866,55270,0
3704014,CASTEEL CREEK RANCH POND NO. 3,2.12,39.594235,-106.611145,55270,0
3704015,HARTLAND POND NO 1,,39.618694,-106.608753,56247.5621,0.384
3704015,HARTLAND POND NO 1,,39.618694,-106.608753,57164,0.496
3704016,HARTLAND POND NO 2,,39.618781,-106.608942,56247.5621,0.03
3704016,HARTLAND POND NO 2,,39.618781,-106.608942,57164,0.496
3704017,HARTLAND POND NO 3,,39.621095,-106.609088,56247.5621,3.41
3704017,HARTLAND POND NO 3,,39.621095,-106.609088,57164,0.496
3704018,PINEY POND,4.87,39.766536,-106.664737,56823,0
3704019,BLM POND,4.87,39.766527,-106.664737,56823,0
3704020,SUMMIT POND SYSTEM,1.41,39.667237,-106.62824,57271,0
3704021,TIMBER SPRINGS LOT 2 WATER FEATURE,1.41,39.666364,-106.628161,56247.55799,0.26
3704022,TIMBER SPRINGS LOT 5 WATER FEATURE,1.28,39.664186,-106.628588,56247.55799,0.22
3704023,TIMBER SPRINGS LOT 6 WATER FEATURE,0.61,39.662493,-106.629189,56247.55799,0
3704024,FIALA POND SYSTEM,31.15,39.661294,-106.629861,57193,0.024
3704025,BERLAIMONT ESTATES POND NO. 1,33.19,39.674187,-106.58959,58031,0
3704026,BERLAIMONT ESTATES POND NO. 2,32.76,39.689599,-106.597615,58031,0
3704027,GREENHORN POND,2.28,39.685525,-106.838284,58439.57861,1.88
